ID,Name,Date,Temp High,Temp Low,Temp Diff,Temp Avg.,Precip. (mm),AQI,Humidity High,Humidity Low,Sunrise,Sunset,Daylight Time,Night Time
4,ChengDu, 2018-06-03,24,17,7,22.4,9.4,115,97,72,6:01,20:03,14:02,9:58
4,ChengDu, 2018-06-04,30,16,14,24.4,0,80,97,36,6:01,20:04,14:03,9:57
4,ChengDu, 2018-06-05,33,18,15,25,0,90,92,29,6:01,20:04,14:03,9:57
4,ChengDu, 2018-06-06,34,20,14,26.4,0,125,87,35,6:01,20:05,14:04,9:56
4,ChengDu, 2018-06-07,34,18,16,19.2,48.8,127,95,34,6:01,20:05,14:04,9:56
4,ChengDu, 2018-06-10,32,20,12,21,13.1,65,94,32,6:01,20:06,14:05,9:55
4,ChengDu, 2018-06-11,28,19,9,27.3,4.8,70,98,59,6:01,20:07,14:06,9:54
4,ChengDu, 2018-06-12,28,20,8,20.9,0.7,63,97,58,6:01,20:07,14:06,9:54
4,ChengDu, 2018-06-13,29,21,8,25.3,0.1,74,89,49,6:01,20:08,14:07,9:53
4,ChengDu, 2018-06-14,28,18,10,17.6,6,44,95,49,6:01,20:08,14:07,9:53
4,ChengDu, 2018-06-15,24,17,7,22.4,9.4,115,97,72,6:01,20:08,14:07,9:53
4,ChengDu, 2018-06-16,30,16,14,24.4,0,80,97,36,6:01,20:08,14:07,9:53
4,ChengDu, 2018-06-17,33,18,15,25,0,90,92,29,6:01,20:08,14:07,9:53
4,ChengDu, 2018-06-18,34,20,14,26.4,0,125,87,35,6:02,20:08,14:06,9:54
4,ChengDu, 2018-06-19,34,18,16,19.2,48.8,127,95,34,6:02,20:09,14:07,9:53
4,ChengDu, 2018-06-20,32,20,12,21,13.1,65,94,32,6:02,20:09,14:07,9:53
4,ChengDu, 2018-06-21,28,19,9,27.3,4.8,70,98,59,6:03,20:09,14:06,9:54
4,ChengDu, 2018-06-22,28,20,8,20.9,0.7,63,97,58,6:03,20:10,14:07,9:53
4,ChengDu, 2018-06-23,29,21,8,25.3,0.1,74,89,49,6:03,20:10,14:07,9:53
4,ChengDu, 2018-06-24,30,24,6,27.8,11.6,51,95,66,6:03,20:10,14:07,9:53
4,ChengDu, 2018-06-25,30,24,6,24.2,3.4,46,93,70,6:03,20:10,14:07,9:53
4,ChengDu, 2018-06-26,30,23,7,23.2,19.9,32,97,65,6:03,20:10,14:07,9:53
4,ChengDu, 2018-06-27,30,22,8,22.1,13.6,54,97,70,6:03,20:11,14:08,9:52
4,ChengDu, 2018-06-28,31,23,8,27.7,0.6,92,97,64,6:04,20:11,14:07,9:53
4,ChengDu, 2018-07-01,30,25,5,25.9,0,48,95,68,6:05,20:11,14:06,9:54
4,ChengDu, 2018-07-02,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-03,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-04,26,23,3,24,0,43,98,80,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-05,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-06,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-07,26,23,3,24,0,43,98,80,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-08,23,22,1,21.2,41.3,30,97,93,6:08,20:10,14:02,9:58
4,ChengDu, 2018-07-09,22,22,0,22.9,23.6,22,98,97,6:09,20:10,14:01,9:59
4,ChengDu, 2018-07-10,34,20,14,26.4,0,125,87,35,6:02,20:08,14:06,9:54
4,ChengDu, 2018-07-11,34,18,16,19.2,48.8,127,95,34,6:02,20:09,14:07,9:53
4,ChengDu, 2018-07-12,32,20,12,21,13.1,65,94,32,6:02,20:09,14:07,9:53
4,ChengDu, 2018-07-13,28,19,9,27.3,4.8,70,98,59,6:03,20:09,14:06,9:54
4,ChengDu, 2018-07-14,28,20,8,20.9,0.7,63,97,58,6:03,20:10,14:07,9:53
4,ChengDu, 2018-07-15,29,21,8,25.3,0.1,74,89,49,6:03,20:10,14:07,9:53
4,ChengDu, 2018-07-16,30,24,6,27.8,11.6,51,95,66,6:03,20:10,14:07,9:53
4,ChengDu, 2018-07-17,30,24,6,24.2,3.4,46,93,70,6:03,20:10,14:07,9:53
4,ChengDu, 2018-07-18,30,23,7,23.2,19.9,32,97,65,6:03,20:10,14:07,9:53
4,ChengDu, 2018-07-19,30,22,8,22.1,13.6,54,97,70,6:03,20:11,14:08,9:52
4,ChengDu, 2018-07-20,31,23,8,27.7,0.6,92,97,64,6:04,20:11,14:07,9:53
4,ChengDu, 2018-07-21,30,25,5,25.9,0,48,95,68,6:05,20:11,14:06,9:54
4,ChengDu, 2018-07-22,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-23,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-24,26,23,3,24,0,43,98,80,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-25,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-26,25,21,4,23,0,29,95,83,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-27,26,23,3,24,0,43,98,80,6:06,20:10,14:04,9:56
4,ChengDu, 2018-07-28,23,22,1,21.2,41.3,30,97,93,6:08,20:10,14:02,9:58
4,ChengDu, 2018-07-29,22,22,0,22.9,23.6,22,98,97,6:09,20:10,14:01,9:59
